bodyId,type,instance
544021095,DA4l_adPN,DA4l_adPN_R
573333835,DM4_adPN,DM4_adPN_R
574037266,DA4m_adPN,DA4m_adPN_R
635062078,DP1m_adPN,DP1m_adPN_R
636789080,VC5_adPN,VC5_adPN_R
666135689,DA3_adPN,DA3_adPN_R
693125078,VC3l_adPN,VC3l_adPN_R
693479072,VM7v_adPN,VM7v_adPN_R
693483018,DL5_adPN,DL5_adPN_R
694834412,VM4_adPN,VM4_adPN_R
697132371,VM2_adPN,VM2_adPN_R
724816115,DP1l_adPN,DP1l_adPN_R
727472481,VM2_adPN,VM2_adPN_R
754854077,VC4_adPN,VC4_adPN_R
755518957,DM3_adPN,DM3_adPN_R
762982753,M_adPNm5,M_adPNm5_R
788306624,DM6_adPN,DM6_adPN_R
788306724,VC4_adPN,VC4_adPN_R
788648194,DL2d_adPN,DL2d_adPN_R
788940872,M_adPNm6,M_adPNm6_R
788945049,M_adPNm8,M_adPNm8_R
850375847,VA1d_adPN,VA1d_adPN_R
1006258344,VM5d_adPN,VM5d_adPN_R
1536947502,D_adPN,D_adPN_R
1640594274,DC1_adPN,DC1_adPN_R
1670934213,DL4_adPN,DL4_adPN_R
1692817033,VA7l_adPN,VA7l_adPN_R
1693827279,M_adPNm8,M_adPNm8_R
1700937093,DL1_adPN,DL1_adPN_R
1700946301,DL1_adPN,DL1_adPN_R
1703683361,DA3_adPN,DA3_adPN_R
1734420152,DL2v_adPN,DL2v_adPN_R
1756579280,DL2d_adPN,DL2d_adPN_R
1762674761,M_adPNm8,M_adPNm8_R
1764091241,DM6_adPN,DM6_adPN_R
1788300760,VA1v_adPN,VA1v_adPN_R
1793014716,DL2d_adPN,DL2d_adPN_R
1793351401,DL2d_adPN,DL2d_adPN_R
1828206773,DC2_adPN,DC2_adPN_R
1851061177,VA1d_adPN,VA1d_adPN_R
1851389175,VM3_adPN,VM3_adPN_R
1851393805,VM7d_adPN,VM7d_adPN_R
1857825571,DC3_adPN,DC3_adPN_R
1858171399,DC3_adPN,DC3_adPN_R
1858901026,VP2+_adPN,VP2+_adPN_R
1881751117,VA6_adPN,VA6_adPN_R
1886132855,M_adPNm7,M_adPNm7_R
1887872301,M_adPNm4,M_adPNm4_R
1888213190,M_adPNm4,M_adPNm4_R
1888572074,VM5d_adPN,VM5d_adPN_R
1889253763,VM7v_adPN,VM7v_adPN_R
1889253785,VA3_adPN,VA3_adPN_R
1914140664,VM5d_adPN,VM5d_adPN_R
1914823337,VC3l_adPN,VC3l_adPN_R
1914823414,VM5d_adPN,VM5d_adPN_R
1916528384,M_adPNm5,M_adPNm5_R
1944507292,VL2p_adPN,VL2p_adPN_R
1975878958,VP2_adPN,VP2_adPN_R
1977579449,VA2_adPN,VA2_adPN_R
1977916288,VM3_adPN,VM3_adPN_R
2010992546,VM5v_adPN,VM5v_adPN_R
2040344064,M_adPNm5,M_adPNm5_R
5813000276,VC3l_adPN,VC3l_adPN_R
5813024601,VA1v_adPN,VA1v_adPN_R
5813024692,M_adPNm3,M_adPNm3_R
5813024710,DL2d_adPN,DL2d_adPN_R
5813024712,VM5d_adPN,VM5d_adPN_R
5813034571,VM5v_adPN,VM5v_adPN_R
5813038793,DL2v_adPN,DL2v_adPN_R
5813038889,D_adPN,D_adPN_R
5813039235,DM6_adPN,DM6_adPN_R
5813039465,DL2v_adPN,DL2v_adPN_R
5813039471,DC3_adPN,DC3_adPN_R
5813050727,VM7d_adPN,VM7d_adPN_R
5813054697,VA1v_adPN,VA1v_adPN_R
5813055025,VA3_adPN,VA3_adPN_R
5813055048,DC2_adPN,DC2_adPN_R
5813055147,VC4_adPN,VC4_adPN_R
5813055162,VA1d_adPN,VA1d_adPN_R
5813055184,D_adPN,D_adPN_R
5813056596,DC4_adPN,DC4_adPN_R
5813063239,VP5+Z_adPN,VP5+Z_adPN(uniAL+SEZ)_R
5813069089,VL2a_adPN,VL2a_adPN_R
5813070872,DM6_adPN,DM6_adPN_R
542634818,DM1_lPN,DM1_lPN_R
574032862,VA5_lPN,VA5_lPN_R
574037281,VA5_lPN,VA5_lPN_R
574374051,VA5_lPN,VA5_lPN_R
606090268,VC1_lPN,VC1_lPN_R
630714299,DM2_lPN,DM2_lPN_R
635416407,DM5_lPN,DM5_lPN_R
697485362,DM5_lPN,DM5_lPN_R
722817260,DA1_lPN,DA1_lPN_R
754534424,DA1_lPN,DA1_lPN_R
754538881,DA1_lPN,DA1_lPN_R
818983130,DA2_lPN,DA2_lPN_R
1609542060,DL3_lPN,DL3_lPN_R
1609883245,DL3_lPN,DL3_lPN_R
1630051981,VA4_lPN,VA4_lPN_R
1640568102,DL3_lPN,DL3_lPN_R
1734350788,DA1_lPN,DA1_lPN_R
1734350908,DA1_lPN,DA1_lPN_R
1765040289,DA1_lPN,DA1_lPN_R
1796817841,DA2_lPN,DA2_lPN_R
1796818119,DA2_lPN,DA2_lPN_R
1797505019,DA2_lPN,DA2_lPN_R
1827516355,DA2_lPN,DA2_lPN_R
1850706912,VC2_lPN,VC2_lPN_R
1850711304,VM1_lPN,VM1_lPN_R
1882083076,VA7m_lPN,VA7m_lPN_R
5813039315,DA1_lPN,DA1_lPN_R
5813050729,VA7m_lPN,VA7m_lPN_R
5813055180,VA7m_lPN,VA7m_lPN_R
5901222910,DM2_lPN,DM2_lPN_R
542652506,DM4_vPN,DM4_vPN_R
604031203,DM4_vPN,DM4_vPN_R
635048729,DP1m_vPN,DP1m_vPN_R
697848868,DC4_vPN,DC4_vPN_R
730213826,DP1l_vPN,DP1l_vPN_R
733316908,DA1_vPN,DA1_vPN_R
757556799,VL1_vPN,VL1_vPN_R
823314446,DL2d_vPN,DL2d_vPN_R
824353701,VL2p_vPN,VL2p_vPN_R
856071065,VA1v_vPN,VA1v_vPN_R
887105351,VA1v_vPN,VA1v_vPN_R
948834414,VL2a_vPN,VL2a_vPN_R
1447201088,DC4_vPN,DC4_vPN_R
1570685283,DM3_vPN,DM3_vPN_R
1888524453,VA1d_vPN,VA1d_vPN_R
1889883818,VL2a_vPN,VL2a_vPN_R
5813077810,VL2a_vPN,VL2a_vPN_R
